,Age,Experience,Income,CCAvg,Mortgage,Family_2,Family_3,Family_4,Education_2,Education_3,Personal_Loan_1,Securities_Account_1,CD Account_1,Online_1,CreditCard_1
2970,54,30,121,1.1,0,1,0,0,0,1,1,1,0,0,0
2131,55,31,15,0.2,0,0,0,0,0,0,0,0,0,0,0
3418,57,31,40,1.4,0,0,1,0,0,1,0,0,1,1,1
3424,44,19,45,0.0,0,0,0,1,1,0,0,0,0,1,1
1538,55,30,34,0.1,157,0,0,1,0,1,0,0,0,1,0
3554,37,13,72,2.0,0,0,0,1,0,1,0,1,0,0,0
4842,49,23,174,4.6,590,0,1,0,1,0,1,0,0,0,0
2475,52,26,79,0.8,183,0,1,0,0,0,0,0,0,0,0
2337,43,16,201,10.0,0,0,0,0,1,0,1,0,0,0,1
2744,51,27,10,0.2,86,1,0,0,0,0,0,0,0,0,0
1553,46,22,83,0.7,0,0,1,0,0,0,0,0,0,0,0
239,28,3,52,1.7,0,0,0,1,1,0,0,0,0,0,0
1429,31,5,35,0.6,171,0,0,0,0,1,0,0,0,0,0
1978,37,11,32,1.4,0,1,0,0,0,1,0,1,0,1,0
3245,47,22,81,3.6,0,0,0,1,0,1,0,0,0,1,1
2817,31,7,105,4.0,331,0,0,0,0,0,0,0,0,1,0
3671,50,25,18,0.4,0,0,0,0,0,1,0,0,0,1,0
2449,31,7,64,1.2,0,0,0,0,0,0,0,0,0,1,0
4224,57,27,39,1.0,0,0,1,0,0,1,0,1,0,0,1
3931,53,27,170,1.0,0,0,0,0,0,0,0,0,0,1,0
2202,49,24,43,1.9,0,0,0,1,0,1,0,0,0,1,0
618,63,37,42,0.7,115,1,0,0,0,1,0,0,0,1,0
2381,33,9,49,2.4,0,0,0,0,1,0,0,0,0,1,0
1090,31,5,79,2.2,0,0,0,1,1,0,0,0,0,0,0
295,60,34,64,1.7,0,1,0,0,0,1,0,0,0,0,1
430,51,26,113,1.3,161,0,0,0,0,1,0,0,0,1,0
279,39,14,155,3.9,0,1,0,0,0,0,0,0,0,1,0
3524,58,33,15,0.9,0,0,0,1,1,0,0,0,0,0,0
2629,44,18,18,0.1,0,1,0,0,0,1,0,0,0,1,0
949,40,16,45,0.6,204,0,1,0,1,0,0,0,0,1,0
3351,52,26,191,1.7,0,0,0,0,0,0,0,0,0,1,0
27,46,20,158,2.4,0,0,0,0,0,0,0,0,0,1,1
116,54,29,35,1.5,0,0,0,0,1,0,0,0,0,1,0
3014,60,34,40,2.5,166,0,0,0,0,1,0,0,0,1,0
2766,58,32,108,4.4,0,0,1,0,0,0,0,0,0,1,0
4005,56,32,32,0.8,79,1,0,0,0,0,0,1,0,1,0
3895,36,12,59,2.0,216,0,1,0,0,0,0,0,0,0,0
1656,40,15,175,3.3,0,1,0,0,0,0,0,0,0,1,0
722,45,21,132,1.2,0,0,1,0,1,0,1,0,1,1,1
4801,34,10,88,0.0,121,1,0,0,0,0,0,0,0,1,0
4934,26,0,85,1.6,0,1,0,0,0,1,0,0,0,1,1
969,41,15,58,0.5,0,0,1,0,0,1,0,0,0,1,0
3647,41,14,32,1.0,0,0,1,0,1,0,0,0,0,0,1
4070,58,33,70,0.7,0,0,0,1,0,0,0,1,0,0,0
2746,54,29,49,2.1,95,1,0,0,0,1,0,0,0,1,1
3024,61,35,78,2.0,0,1,0,0,0,0,0,0,0,1,1
3151,43,19,20,0.5,0,0,1,0,0,0,0,0,0,0,0
1774,43,18,83,0.5,0,0,1,0,0,1,0,0,0,0,1
3386,35,10,142,0.8,0,0,0,1,0,1,1,0,0,0,0
4719,32,8,140,6.6,0,0,0,1,0,1,1,0,1,0,1
4358,35,11,75,2.0,79,0,0,1,0,1,0,0,0,0,0
950,32,6,112,1.8,0,0,0,1,1,0,0,0,0,1,0
1211,61,36,131,0.9,0,0,0,0,0,0,0,0,0,1,0
1428,25,-1,21,0.4,90,0,0,1,0,0,0,0,0,1,0
4627,27,1,134,1.7,307,0,0,0,1,0,1,0,0,1,0
426,42,18,75,2.33,0,0,1,0,0,0,0,0,0,0,1
4914,65,39,94,2.0,0,0,0,0,0,0,0,0,0,0,1
175,45,20,85,1.1,0,0,0,1,1,0,0,1,0,1,0
1923,45,19,22,0.2,0,0,0,0,0,0,0,0,0,1,0
4805,30,6,160,4.3,249,0,0,0,0,0,0,0,0,1,0
593,33,7,48,2.2,0,0,0,1,1,0,0,0,0,1,0
3395,41,16,35,1.4,135,1,0,0,1,0,0,0,0,0,0
4725,34,8,75,1.8,0,1,0,0,0,0,0,0,0,0,0
3593,60,34,44,0.3,192,1,0,0,0,0,0,0,0,1,0
4822,60,36,149,4.7,0,0,0,0,0,0,0,0,0,1,0
404,61,36,60,0.5,182,0,1,0,1,0,0,0,0,0,0
491,42,18,34,0.3,104,0,0,1,0,0,0,1,0,1,0
4583,52,26,83,3.1,0,0,0,0,0,0,1,0,0,1,0
3494,29,2,31,1.5,0,0,0,1,1,0,0,0,0,0,0
2081,52,27,45,1.3,0,0,0,0,1,0,0,0,0,0,0
4252,54,29,81,0.1,0,0,0,0,0,1,0,0,0,0,0
824,39,15,72,2.4,0,0,0,1,0,0,0,1,0,1,0
2542,54,30,79,1.6,0,0,0,1,1,0,0,0,0,1,0
2847,44,18,21,0.2,0,0,0,0,0,0,0,0,0,1,0
4981,34,9,195,3.0,122,1,0,0,0,0,0,0,0,1,0
3673,34,9,65,1.3,0,0,0,1,0,0,0,0,0,0,1
847,40,14,73,1.5,252,0,0,0,0,1,0,0,0,1,0
2790,47,22,44,1.4,0,0,0,0,0,1,0,0,0,1,1
4145,58,34,63,1.6,0,0,0,1,1,0,0,0,0,0,0
3515,50,26,148,0.4,508,1,0,0,0,0,0,0,0,0,0
4376,40,15,71,3.0,272,0,1,0,0,0,0,0,0,1,0
2935,53,23,80,3.0,0,0,0,0,0,1,0,0,0,1,1
4852,38,12,33,1.5,0,0,0,1,0,1,0,1,0,0,1
1711,27,3,201,6.33,158,0,0,0,0,0,0,0,0,1,0
4600,54,24,75,1.4,0,0,0,0,0,1,0,0,0,0,0
1788,38,13,23,0.2,0,0,0,1,0,1,0,0,0,1,0
4520,32,7,41,2.0,0,0,0,1,1,0,0,0,0,0,0
3126,57,32,74,0.7,0,0,0,1,0,0,0,0,0,0,1
2291,47,23,90,2.7,323,0,0,0,0,0,0,0,0,0,0
3986,38,14,182,2.6,0,0,1,0,0,1,1,0,1,1,1
1370,30,5,20,0.5,117,0,0,1,0,1,0,0,0,0,0
2187,54,30,40,1.0,0,1,0,0,0,1,0,0,0,0,0
3298,56,32,11,0.3,89,1,0,0,0,0,0,0,0,0,0
2145,57,32,40,1.7,0,0,1,0,0,0,0,0,0,1,1
3712,50,25,112,0.6,0,0,0,0,0,0,0,0,0,0,0
409,49,22,82,2.67,125,0,0,0,1,0,0,0,0,1,0
2060,54,29,34,0.1,0,0,0,1,0,1,0,0,0,1,1
4020,58,32,191,5.2,194,0,0,1,0,1,1,0,0,0,1
4270,45,19,19,1.5,94,0,1,0,0,0,0,0,0,1,1
2452,25,1,28,1.0,0,0,0,0,0,1,0,0,0,1,0
3246,41,17,81,0.8,223,0,0,0,1,0,0,0,0,1,0
3145,34,10,114,3.3,0,0,1,0,0,1,1,0,0,0,0
3267,59,35,21,1.0,120,1,0,0,0,0,0,0,0,1,0
3471,50,25,38,1.4,0,0,0,0,0,1,0,0,0,1,0
4761,61,35,74,0.7,0,1,0,0,1,0,0,0,0,1,1
3380,64,38,21,0.8,76,0,0,0,1,0,0,0,0,0,1
1841,42,17,91,0.1,199,0,0,0,1,0,0,0,0,1,1
951,59,34,83,3.4,0,1,0,0,0,1,1,0,0,1,0
1304,51,26,145,8.1,397,0,0,0,0,0,0,0,0,0,1
1209,46,21,52,2.7,228,0,1,0,1,0,0,0,0,0,1
2391,39,12,138,4.67,0,0,0,0,1,0,1,0,0,1,0
974,63,38,54,2.2,0,0,1,0,0,0,0,0,0,1,0
474,60,34,114,6.9,0,1,0,0,0,0,0,0,0,1,0
4044,36,11,9,0.3,99,1,0,0,1,0,0,1,0,0,0
215,38,14,92,0.0,249,1,0,0,0,0,0,0,0,1,1
656,37,11,81,2.8,145,0,0,0,0,1,0,0,0,0,0
500,59,33,34,0.3,0,1,0,0,0,0,0,0,0,0,0
3235,60,35,39,1.6,0,1,0,0,0,1,0,0,0,1,0
3560,31,5,65,2.2,126,0,0,1,1,0,0,0,0,1,0
2519,60,36,10,1.0,0,1,0,0,0,0,0,0,0,1,1
1583,61,36,184,2.3,342,0,0,1,1,0,1,0,1,1,1
2285,48,22,114,2.4,0,0,0,0,0,1,1,0,0,1,0
1634,59,34,18,1.3,104,0,1,0,1,0,0,0,1,1,1
2036,46,19,19,0.67,0,0,1,0,1,0,0,0,0,1,0
538,31,5,11,0.4,76,0,0,0,1,0,0,0,0,0,1
4084,60,36,59,0.0,0,0,0,0,1,0,0,1,0,0,0
1130,58,32,191,2.9,0,0,0,0,0,0,0,0,0,0,0
3646,34,9,141,6.9,260,0,1,0,1,0,1,0,0,1,0
3038,34,8,39,0.2,115,0,0,1,0,0,0,0,0,1,0
3352,34,4,19,0.67,83,0,0,0,0,1,0,0,0,1,0
2063,56,30,32,0.4,0,1,0,0,0,1,0,0,0,1,0
3056,54,29,62,3.8,149,0,0,1,1,0,0,0,0,1,0
964,27,1,78,2.3,157,0,0,1,0,1,0,1,0,1,0
2922,52,26,49,1.4,0,0,0,0,0,1,0,0,0,1,0
496,50,24,83,0.4,0,1,0,0,0,1,0,0,0,1,0
311,52,26,121,7.3,167,0,0,0,0,0,0,0,0,1,0
131,58,34,149,7.2,0,0,0,1,1,0,1,0,1,1,1
251,54,28,170,6.2,325,1,0,0,1,0,1,0,0,1,0
2014,49,19,169,5.67,167,0,1,0,0,1,1,0,1,0,1
1314,32,6,73,2.2,0,0,0,1,1,0,0,0,0,0,0
3566,57,33,80,2.8,0,1,0,0,0,0,0,0,0,1,1
3095,49,25,43,1.6,0,0,0,0,1,0,0,0,0,1,1
1341,42,16,55,0.7,149,1,0,0,0,0,0,0,0,0,0
2184,62,36,183,3.4,0,1,0,0,0,1,1,0,0,0,0
4298,43,19,122,0.3,0,0,0,0,0,0,0,0,0,1,0
647,62,38,64,2.2,123,0,0,1,0,0,0,1,1,1,1
594,50,26,85,0.0,144,0,0,0,0,0,0,0,0,0,0
908,66,36,55,1.67,0,0,0,1,0,1,0,0,0,0,1
4546,48,24,74,0.7,0,0,1,0,0,0,0,1,0,1,0
2632,50,24,81,4.9,248,0,0,0,0,0,0,0,0,1,0
810,32,6,41,2.0,0,1,0,0,0,1,0,0,0,0,0
4406,50,25,24,0.4,137,0,0,1,1,0,0,0,0,1,0
247,53,29,120,2.7,111,0,0,1,1,0,1,1,1,1,0
4282,26,0,195,6.33,0,0,1,0,0,1,1,1,1,1,0
278,50,26,21,1.0,0,0,0,1,0,0,0,0,0,1,0
2407,39,15,100,0.8,0,0,0,0,1,0,0,0,0,1,0
29,38,13,119,3.3,0,0,0,0,1,0,1,0,1,1,1
1119,41,16,79,1.0,233,0,0,0,0,1,0,0,0,1,0
3363,58,34,54,1.3,0,0,0,1,1,0,0,0,0,1,0
3066,63,33,40,1.67,0,0,0,1,0,1,0,0,0,1,0
1731,43,19,125,2.4,0,0,1,0,0,0,1,0,0,1,0
3474,49,24,42,0.7,0,1,0,0,1,0,0,0,0,1,0
3311,49,25,24,0.3,0,0,0,0,0,0,0,0,0,0,0
2398,53,29,90,0.3,217,1,0,0,0,0,0,1,0,0,1
3477,34,10,131,4.33,156,1,0,0,0,0,0,0,0,1,1
4812,29,4,184,2.2,612,0,0,1,0,1,1,0,0,1,0
2286,62,36,42,0.5,128,0,0,0,0,1,0,0,0,1,0
2792,54,30,44,1.5,117,0,1,0,0,0,0,0,0,1,0
3169,52,28,55,1.6,227,0,0,0,1,0,0,0,0,0,0
2075,40,16,53,2.0,0,0,0,1,0,1,0,0,0,0,0
1877,51,24,78,2.67,0,0,0,0,1,0,0,0,0,1,0
147,50,25,83,3.6,188,0,0,1,0,1,0,0,0,1,0
659,63,39,79,1.7,0,0,0,1,1,0,0,0,0,1,1
4295,65,41,91,0.0,146,1,0,0,0,1,0,0,0,0,0
1974,39,13,63,0.2,242,0,0,1,0,1,0,0,0,0,0
4206,48,23,29,1.3,0,0,0,0,1,0,0,0,0,0,0
570,49,25,161,6.5,485,0,1,0,1,0,1,1,1,0,0
633,61,31,18,1.5,0,0,0,0,0,1,0,0,0,1,1
46,39,14,43,0.7,153,0,1,0,1,0,0,0,0,1,0
4643,33,7,35,0.8,0,0,0,1,0,0,0,0,0,1,0
4481,25,-2,35,1.0,0,0,0,1,0,1,0,0,0,1,0
649,25,-1,82,2.1,0,0,0,1,0,1,0,0,0,1,0
1886,65,41,115,1.7,0,0,0,1,1,0,0,0,0,0,0
4308,44,20,132,2.6,308,0,1,0,0,0,1,0,0,0,0
868,40,15,161,3.3,0,1,0,0,0,0,0,1,0,0,1
4085,28,2,53,2.4,0,0,1,0,1,0,0,0,0,1,0
890,55,29,29,1.5,79,0,0,1,0,1,0,0,0,1,0
1320,31,7,192,0.0,0,0,0,0,1,0,1,0,0,1,0
4081,60,35,155,1.5,0,0,0,0,0,1,1,0,0,0,1
3099,65,40,115,2.5,174,0,0,0,0,0,0,0,0,0,1
4414,33,8,178,8.5,0,0,1,0,0,0,1,1,1,1,0
827,63,37,45,1.0,88,1,0,0,0,1,0,0,0,1,1
3069,47,20,68,2.67,0,0,0,0,1,0,0,0,0,1,1
1543,52,26,101,2.4,0,1,0,0,1,0,0,0,0,1,0
3517,30,6,95,3.9,146,0,0,0,0,1,1,0,0,0,1
867,61,35,61,1.6,0,0,0,0,0,0,0,0,0,0,0
1662,63,38,84,0.1,0,0,0,1,1,0,0,0,0,0,0
2023,55,29,55,0.2,151,0,0,0,0,0,0,0,0,1,0
33,30,6,18,0.9,0,0,1,0,0,1,0,0,0,0,0
1843,30,6,154,6.0,0,0,0,0,0,0,0,0,0,0,0
3559,51,25,68,1.5,0,0,0,0,1,0,0,0,0,0,0
1416,40,15,82,0.4,0,1,0,0,0,0,0,0,0,0,0
4400,34,10,44,1.33,0,0,0,0,0,0,0,0,0,1,0
2503,38,14,20,0.4,79,0,0,1,1,0,0,0,0,1,1
1057,30,0,63,1.75,0,1,0,0,0,1,0,0,0,1,0
3567,51,26,43,1.3,123,0,0,0,1,0,0,0,0,1,0
597,24,-2,125,7.2,0,1,0,0,0,0,0,1,0,0,1
3058,30,4,113,0.2,0,1,0,0,0,0,0,0,0,1,0
4035,34,9,180,6.5,0,1,0,0,0,1,1,0,1,1,0
860,57,31,30,0.7,145,1,0,0,1,0,0,0,0,0,0
3689,36,12,64,2.8,205,0,1,0,0,0,0,0,0,0,1
9,34,9,180,8.9,0,0,0,0,0,1,1,0,0,0,0
2138,36,11,40,1.1,166,1,0,0,1,0,0,1,0,0,0
4448,59,34,40,0.9,0,0,1,0,0,1,0,0,0,1,0
1984,26,1,55,1.7,175,0,0,1,1,0,0,0,0,1,0
2310,32,6,32,0.3,0,1,0,0,0,0,0,0,0,0,0
2759,59,33,64,0.3,0,0,1,0,1,0,0,0,0,0,0
2531,59,35,14,1.0,107,1,0,0,0,0,0,0,0,1,0
848,57,32,19,0.9,0,0,0,1,1,0,0,0,0,1,0
1243,34,10,110,4.0,0,0,0,0,0,0,0,0,0,1,0
3045,58,32,48,2.8,0,0,0,0,1,0,0,0,0,1,0
1180,42,17,90,0.1,0,0,0,0,1,0,0,0,0,0,1
3460,63,37,84,2.4,0,0,0,1,0,1,0,0,0,1,1
2371,32,6,111,1.5,0,1,0,0,0,1,0,0,0,0,0
2,39,15,11,1.0,0,0,0,0,0,0,0,0,0,0,0
4869,63,39,33,0.1,0,0,1,0,0,1,0,0,0,0,1
1755,28,3,55,1.7,0,0,0,1,1,0,0,0,0,1,1
4011,47,21,88,1.7,0,1,0,0,1,0,0,0,0,1,0
1048,62,37,90,0.5,0,0,1,0,0,0,0,0,0,1,0
1418,65,41,154,4.6,0,1,0,0,1,0,1,1,1,1,1
4730,52,27,29,1.5,159,0,0,0,1,0,0,0,0,0,1
862,50,23,15,1.0,101,1,0,0,1,0,0,0,0,0,0
3863,34,10,21,0.7,0,0,0,1,1,0,0,0,0,1,0
4369,50,25,19,0.4,103,0,0,1,1,0,0,0,0,1,1
2551,46,22,43,2.1,0,1,0,0,0,1,0,1,1,1,1
4941,28,4,112,1.6,0,1,0,0,1,0,1,0,0,1,0
2431,56,31,54,2.1,0,0,0,1,0,0,0,0,0,1,0
3797,61,35,31,0.3,0,1,0,0,0,0,0,0,0,1,0
310,57,32,39,0.9,0,0,0,1,0,0,0,0,0,1,1
1618,29,3,29,1.0,0,0,1,0,0,0,0,0,0,1,1
1092,25,1,70,2.6,0,0,0,1,0,0,0,1,0,1,0
1940,57,33,55,1.8,0,0,0,0,0,1,0,0,0,1,0
3825,30,6,69,3.4,188,0,0,1,0,0,0,0,0,0,1
1229,56,32,80,2.67,0,0,1,0,0,0,0,0,0,1,0
4728,59,35,31,0.4,0,0,1,0,1,0,0,0,0,1,0
1733,40,16,125,2.2,0,1,0,0,0,0,0,0,0,1,0
4982,36,10,45,0.2,0,0,0,1,0,0,0,0,0,0,1
3750,57,32,52,0.5,0,0,1,0,1,0,0,0,0,1,0
3063,54,29,21,0.1,0,0,0,1,0,1,0,0,0,0,0
2622,54,28,39,0.7,0,0,0,1,1,0,0,0,0,1,0
1393,62,37,55,0.9,0,0,1,0,0,1,0,0,0,1,0
2834,40,16,12,1.0,91,0,0,0,0,0,0,1,0,0,0
2405,57,32,13,0.9,78,0,0,1,1,0,0,1,0,1,0
3009,33,9,74,2.6,0,0,1,0,1,0,0,0,0,1,0
4122,56,30,195,2.9,0,0,0,0,0,0,0,0,0,0,0
762,32,6,85,2.7,100,0,0,0,1,0,0,0,0,1,0
3890,42,17,139,2.9,0,1,0,0,0,1,1,0,0,1,0
4396,30,5,14,0.5,0,0,0,1,0,1,0,0,0,1,0
966,57,32,44,1.6,0,1,0,0,0,1,0,0,0,0,0
3314,38,13,41,1.7,0,0,0,1,0,0,0,0,0,1,0
3441,64,40,18,0.3,0,1,0,0,0,1,0,1,1,1,1
682,58,34,12,0.1,0,0,0,0,1,0,0,0,0,0,1
2546,50,25,9,0.0,0,1,0,0,0,0,0,1,0,0,0
991,40,14,28,1.5,0,0,0,1,0,1,0,0,0,0,1
914,65,41,195,0.4,0,0,1,0,0,0,1,1,1,0,1
4154,51,25,163,1.3,0,1,0,0,0,1,1,0,0,1,0
4190,40,16,89,3.9,216,0,1,0,1,0,1,1,1,1,0
185,39,14,115,1.0,0,0,0,0,0,1,0,0,0,1,0
922,32,6,38,0.3,0,0,0,0,0,0,0,1,1,1,0
4374,39,15,62,2.33,131,0,1,0,0,0,0,0,1,1,1
3556,35,11,30,1.7,0,0,0,0,0,0,0,1,0,0,1
1619,45,21,29,0.3,0,0,0,0,0,1,0,0,0,1,0
1830,38,13,119,7.8,221,1,0,0,0,0,0,0,0,0,0
2484,46,21,30,1.4,112,0,0,0,0,1,0,1,0,0,0
3148,48,22,19,0.1,106,1,0,0,0,1,0,0,0,0,0
740,52,27,195,8.1,0,0,0,0,0,0,0,0,0,0,0
4410,39,14,153,3.0,0,1,0,0,0,0,0,0,0,0,0
971,43,19,174,1.7,231,0,1,0,0,1,1,0,1,1,1
2564,43,16,25,1.0,0,0,1,0,1,0,0,0,0,1,0
3962,29,5,31,1.0,0,0,0,0,0,1,0,0,0,0,0
1116,43,18,122,7.0,0,0,0,0,0,0,0,0,0,1,1
156,26,0,15,0.4,0,0,0,1,0,0,0,0,0,0,1
2467,40,16,83,0.8,230,0,0,0,1,0,0,1,0,1,0
3860,31,6,64,0.1,0,1,0,0,0,0,0,0,0,1,1
831,61,31,49,1.67,0,0,0,1,0,1,0,0,0,1,0
835,58,33,142,3.9,193,1,0,0,0,0,0,0,0,1,1
2825,35,10,48,2.5,164,0,0,0,0,1,0,0,0,1,0
502,44,19,70,0.1,0,0,0,0,1,0,0,0,0,0,0
989,42,16,64,0.5,247,0,1,0,0,1,0,0,0,0,0
3937,39,15,123,2.2,92,1,0,0,0,0,0,0,0,0,1
923,55,30,28,1.5,0,0,0,0,1,0,0,0,0,0,0
2044,51,25,102,0.3,0,0,0,0,0,0,0,0,0,1,0
1980,45,19,141,2.4,0,0,0,0,0,0,0,0,0,1,0
249,26,1,55,2.6,113,0,1,0,0,1,0,0,0,0,1
3911,52,26,44,0.8,148,1,0,0,0,1,0,0,0,0,1
2683,51,25,19,1.4,98,0,0,0,0,1,0,0,0,0,0
1346,44,20,50,2.33,200,0,1,0,0,0,0,0,0,0,0
4574,35,11,193,6.5,0,1,0,0,0,0,0,0,0,0,1
4283,58,32,62,2.2,217,0,1,0,0,1,0,0,1,1,1
3653,52,27,32,2.0,0,1,0,0,1,0,0,0,0,0,1
355,43,19,71,0.3,0,0,1,0,0,1,0,0,0,0,1
744,45,20,154,2.8,0,1,0,0,0,0,0,1,0,1,0
844,47,23,71,0.8,127,0,0,0,0,1,0,0,0,1,0
723,50,24,61,2.6,0,0,0,1,0,0,0,0,0,1,0
1976,39,13,80,1.8,0,1,0,0,0,0,0,0,0,1,0
2955,54,29,44,2.3,187,1,0,0,0,1,0,0,0,1,0
2214,53,27,89,0.8,146,0,0,0,0,1,0,0,0,1,1
3648,43,13,38,2.0,0,0,1,0,0,1,0,0,0,1,0
3870,25,0,25,0.9,0,1,0,0,0,1,0,0,0,0,0
3292,25,-1,13,0.4,0,0,0,1,0,0,0,1,0,0,0
4211,40,16,104,1.8,0,1,0,0,1,0,0,0,0,0,0
1258,34,8,31,0.3,104,0,0,0,0,0,0,0,0,1,1
2988,46,21,205,8.8,181,1,0,0,0,0,0,1,0,1,0
85,27,2,109,1.8,0,0,0,1,0,1,0,0,0,0,0
746,62,37,85,3.4,0,0,0,1,1,0,0,0,0,1,0
1867,65,39,21,0.4,0,1,0,0,0,0,0,0,0,0,0
1315,49,25,53,1.0,181,1,0,0,0,1,0,0,0,0,0
3898,44,20,129,3.3,0,1,0,0,0,0,0,0,0,1,0
962,47,21,120,0.0,135,0,0,0,0,0,0,0,0,0,0
265,49,23,23,0.6,98,0,0,1,0,1,0,1,0,0,0
2428,39,12,108,3.67,301,0,0,1,1,0,1,0,0,0,1
4116,24,-2,135,7.2,0,1,0,0,0,0,0,0,0,1,0
3086,61,35,23,0.3,0,0,1,0,0,1,0,0,0,1,0
3139,52,26,95,0.3,0,0,0,0,0,0,0,0,0,1,0
2069,30,4,35,0.8,0,0,0,1,0,0,0,0,0,1,1
4202,35,9,82,0.9,0,0,1,0,1,0,0,0,0,1,0
1800,57,33,45,1.5,181,0,1,0,0,0,0,1,1,1,1
2235,63,37,141,6.9,0,1,0,0,0,0,0,0,0,1,1
3543,37,11,194,0.0,0,1,0,0,0,0,0,0,0,0,0
3062,39,14,75,0.1,297,0,0,0,1,0,0,0,0,0,1
2212,46,22,83,2.7,0,0,0,0,0,0,0,0,0,1,0
4866,41,17,71,3.2,0,1,0,0,0,0,0,0,0,1,1
4713,25,1,122,0.2,0,1,0,0,0,0,0,0,0,1,0
1985,31,7,31,0.4,79,0,0,1,1,0,0,0,0,0,0
1371,58,32,65,2.5,222,0,1,0,0,0,0,0,0,1,0
2122,55,29,64,0.8,119,0,1,0,0,0,0,0,0,0,1
3907,40,14,42,0.3,187,1,0,0,0,0,0,0,0,1,0
4799,44,20,33,0.3,142,0,0,1,0,0,0,0,0,0,1
2057,37,12,125,3.9,0,1,0,0,0,0,0,0,0,1,1
4797,37,11,24,1.0,0,0,0,1,0,0,0,0,0,0,0
3947,32,8,119,5.0,0,0,0,1,0,1,1,0,0,1,0
2058,33,7,18,0.6,0,0,0,0,0,1,0,0,0,0,0
3711,27,1,20,0.4,99,0,0,1,0,0,0,0,0,1,0
2904,56,32,190,2.2,0,0,1,0,0,0,1,0,1,1,0
3838,37,11,71,1.8,127,1,0,0,0,0,0,1,0,0,0
4485,35,9,50,2.2,0,0,0,1,1,0,0,0,0,0,0
4949,29,5,64,0.0,249,0,0,1,0,0,0,0,0,0,1
284,44,19,69,0.5,0,0,1,0,0,1,0,0,0,1,0
95,38,12,48,0.2,0,0,0,1,0,1,0,0,0,1,0
4775,44,14,33,0.75,171,0,0,0,0,1,0,0,0,0,0
2664,54,29,154,2.4,352,0,0,0,1,0,1,0,0,1,0
3955,62,36,58,0.8,0,0,0,0,1,0,0,0,0,0,0
3442,43,18,30,0.5,0,0,0,0,0,1,0,0,0,1,0
4255,59,35,78,2.8,0,1,0,0,0,0,0,0,0,1,0
4910,48,22,120,0.0,0,0,0,0,0,0,0,0,0,1,0
2649,33,8,68,1.3,0,0,0,1,0,0,0,0,0,1,0
2280,33,7,30,2.0,132,1,0,0,0,1,0,0,0,0,0
2521,49,23,29,1.8,0,0,0,1,0,0,0,0,0,1,1
3613,35,11,148,5.8,0,0,0,0,0,1,1,0,0,1,0
1284,65,40,128,2.5,162,0,0,0,0,0,0,0,0,1,0
4022,35,5,81,4.0,0,0,0,1,0,1,0,0,0,1,0
2003,44,20,124,4.7,0,0,0,0,0,0,0,0,0,1,1
2153,40,14,123,5.2,0,0,0,0,0,0,0,0,0,1,0
3764,63,37,15,0.4,0,1,0,0,0,0,0,0,0,0,0
2239,55,29,42,2.5,0,0,0,1,0,0,0,1,0,0,0
3932,26,2,55,0.7,0,0,1,0,1,0,0,0,0,1,0
4287,54,28,42,2.5,0,0,0,1,0,0,0,0,0,1,1
4151,44,18,123,5.9,0,0,1,0,0,0,1,0,1,1,1
43,39,15,45,0.7,0,0,0,0,0,0,0,0,0,1,0
3956,62,37,45,0.5,200,0,1,0,1,0,0,0,0,1,1
2802,52,22,154,5.0,0,0,0,0,0,1,1,1,1,1,0
3089,31,5,23,1.0,95,0,1,0,0,0,0,0,0,0,0
4570,32,6,99,4.5,249,1,0,0,0,1,0,0,0,1,0
4487,38,14,81,3.6,0,0,0,0,1,0,0,0,0,1,1
1809,35,10,79,2.1,0,0,0,1,0,1,0,1,0,1,0
1003,25,1,62,0.0,229,0,0,1,0,0,0,0,0,1,0
3859,50,24,62,1.4,0,0,0,0,0,1,0,0,0,0,0
2393,53,28,14,0.8,0,0,0,1,0,0,0,0,0,1,1
1076,40,13,24,1.0,0,0,1,0,1,0,0,0,0,1,0
4370,27,3,18,0.4,0,0,0,0,0,1,0,0,0,0,0
3855,42,18,143,1.7,0,0,0,0,0,0,0,1,0,1,0
3412,55,29,79,4.9,0,0,0,1,0,0,0,0,0,0,0
4273,44,19,83,3.8,0,1,0,0,0,1,0,1,0,0,1
300,34,9,70,1.3,0,0,0,1,0,0,0,1,0,0,0
2898,27,1,140,5.9,175,0,0,0,1,0,1,1,1,1,0
2507,59,34,60,2.1,234,0,0,1,0,0,0,0,0,1,1
942,55,29,30,0.7,0,0,0,1,1,0,0,0,0,0,1
4344,53,28,181,8.1,0,0,0,0,0,0,0,0,0,1,0
2370,33,7,51,2.1,0,0,0,1,0,1,0,0,0,0,1
1259,52,27,35,0.2,0,0,0,1,1,0,0,0,0,1,0
4347,58,33,22,0.2,0,0,1,0,0,0,0,0,0,1,0
2522,63,37,145,6.9,0,1,0,0,0,0,0,0,0,1,0
3156,54,30,24,0.1,0,0,0,0,1,0,0,0,0,0,0
4101,45,21,40,0.6,0,0,1,0,1,0,0,0,0,1,1
841,57,33,121,4.3,0,0,0,0,0,0,0,1,0,0,0
1868,25,1,118,5.4,0,0,0,0,0,0,0,0,0,1,1
326,52,27,80,1.3,0,0,0,0,0,1,0,0,1,1,1
2436,53,29,39,1.5,0,0,1,0,0,0,0,0,0,1,0
3208,53,29,61,1.6,0,0,0,1,1,0,0,0,0,1,0
